estado,id,oracion
negativo,304,|| wikileaks reveló documentos sobre la asociación de empresas de bigdata y el estado ruso || la innovación de volver al uno a uno bigdata e inteligencia_artificial son la enorme posibilidad de recuperar y hacer real la promesa de la personalización .
positivo,311,"¿ cómo es que las soluciones de ' bigdata ' , que son aquellas tecnologías capaces de recopilar y analizar grandes volúmenes de información con eficacia , pueden mejorar la toma de decisiones en las corporaciones ?"
negativo,316,"¿ cuáles son las flaquezas del bigdata que muestra este caso y hasta qué punto son representativas de lo que ocurre con otros oráculos basados en grandes cantidades de información social , como ocurre con la capacidad predictiva de twitter ?"
positivo,317,¿ cuáles son los desafíos que plantea el ' bigdata ' a las compañías ? - las empresas se enfrentan al desafío de aprovechar la oportunidad que ofrecen las soluciones bigdata para su negocio .
positivo,318,¿ cuántos puntos le podría aportar a trump intensificar el uso de bigdata ?
positivo,321,¿ esto significa que el manejo de la bigdata se ha convertido en el nuevo dios que todo lo puede ?
positivo,324,¿ podemos apostar al ganador en una carrera de caballos gracias a bigdata ?
negativo,333,"¿ qué pasa con la privacidad en la era del ' bigdata ' , una época en la que cada movimiento realizado queda registrado en alguna parte en el mundo digital ?"
positivo,335,"¿ se debe limitar el bigdata ? – pues sí , el bigdata es una tecnología que se puede usar para el bien o para el mal ."
negativo,337,"¿ se puede pensar que , tras el escándalo en torno a la consultora británica cambridge analytica , se vuelve imposible o en todo caso muy difícil - ganar elecciones sin recurrir al manejo profesional de la llamada bigdata ? - vamos por partes ."
positivo,338,¿ sirve por ejemplo el bigdata para salvar vidas ?
positivo,343,el análisis del bigdata permite generar realidades paralelas según nuestro historial de consumo .
positivo,346," estos dispositivos generan una enorme cantidad de datos , que se almacenan automáticamente en servidores y en la nube , y así , nace el bigdata , que ya tiene ( y tendrá cada vez más ) implicancias directas en nuestra vida , en la salud , la educación , la política , el comercio y las empresas ."
negativo,348, ¿ quieren decir que no fueron seducidos por la sobredimensión que se le dio en el último tiempo al dispositivo comunicacional durán barba - marcos peña - bigdata ?
positivo,351,"° revolución industrial y enfatizan la idea de una creciente digitalización con herramientas como de la inteligencia_artificial , el bigdata y el machine learning ."
positivo,354,"• el factor oferta y demanda de tecnología y servicios de bigdata sigue evolucionando con rapidez , por lo que necesita frecuentes revisiones en la metodología que mide el mercado y en los pronósticos , además de evaluación del mercado competitivo ."
positivo,356,• miles de millones : el gran negocio de bigdata .
positivo,359,"10 - energías eólica y solar inteligentes señalana que la combinación del bigdata ( manejo de grandes cantidades de datos ) y la inteligencia_artificial , provocará que el uso de las energías renovables , como la solar y eólica , se integren mejor en las redes energéticas ."
negativo,380,"a diferencia de una encuesta sistemática ( como una encuesta política o esas que todavía funcionan por teléfonos de línea ) , los datos de bigdata son anárquicos y espontáneos ."
positivo,381,"a diferencia del análisis inductivo , donde el investigador explora en búsqueda de algo determinado y por ende conocido , la exploración de tendencias en bigdata suele mostrar patrones de comportamientos con incidencia real en el desempeño del negocio ."
positivo,385,"a esta situación también hay que sumarle los propios desarrollos que se van realizando en la propia plataforma de internet , y en la incorporación de nuevas tecnologías como ' bigdata ' o ' inteligencia_artificial ' , que ya no son cosas del futuro , sino que están actualmente en funcionamiento , ' y así como tienden a mejorar la experiencia de usuario , también son utilizadas para analizar y predecir el comportamiento de las personas ' , alertó el especialista daniel maldonado ."
negativo,386,"a la hora de la creatividad y la innovación , el bigdata da muchas pistas , pero el pequeño dato se perfila como detonador de disrupciones de mayor impacto ."
positivo,387,"a la luz de todo esto , no existe hoy una empresa de tecnología que despliegue su estrategia de negocio sin contemplar una mirada sobre bigdata ."
positivo,389,"a las 15 : 30 , agustín gimenez , director regional de sociallive , realizará una charla sobre bigdata , una de las tendencias más importantes de los últimos tiempos que no todo el mundo comprende en su totalidad ."
negativo,391,"a las oportunidades que abrieron las tecnologías de bigdata , que muchos ya están aprovechando en ámbitos tan variados como la medicina y las políticas de tránsito urbano , se les contraponen las amenazas de los vacíos legales y la incertidumbre sobre cómo se utilizan los datos que los usuarios dan a diario a las empresas de tecnología ."
negativo,395,"a medida que los análisis de bigdata se imponen en el desarrollo de diversas industrias , la protección de los datos personales de los usuarios de internet gana presencia en esa conversación ."
positivo,397,"a modo de ejemplo , el prestigioso national bureau of economic research americano dio un espacio considerable a la temática de bigdata y algo similar ocurrió con la agenda de todas las reuniones científicas locales ."
positivo,399,"a nivel macro , el bigdata para el desarrollo sostenible trata de reunir , cruzar y relacionar datos procedentes de componentes físicos como incendios , sequías , lluvias , terremotos , etc . con datos sobre componentes sociales como la intensidad lumínica por las casas , llamadas de teléfono , uso del transporte , etc ."
positivo,402,"a partir de ahí , el camino se hace más fácil hasta que la empresa sea capaz de extraer con seguridad todo el valor que un proyecto de ' bigdata ' value le pueda proporcionar ."
positivo,403,"a partir de la bigdata , que son los datos que están en los celulares , nos permitirán saber de qué manera se mueven las personas y pensamos usar principalmente para combatir la inseguridad ' , destacó a lpo el secretario de ambiente y ordenamiento territorial , humberto mingorance ."
positivo,405,"a partir de la bigdata que disponen las grandes empresas de tecnología sobre nosotros , se crean unas categorías personalizadas sobre lo que hacemos en sus entornos virtuales ."
positivo,406,"a partir de la implementación de la ' internet de las cosas ' ( iot , sigla en inglés ) y bigdata , se pueden controlar los drenajes de las ciudades , hasta su sistema de transporte , según explicaron a iprofesional una decena de voceros en el marco de la muestra ."
positivo,407,"a partir de la recolección de bigdata , quieren lograr la detección temprana de enfermedades para la prevención ."
positivo,408,"a partir del análisis masivo de datos del padrón , interacciones de los usuarios en las redes_sociales , utilización de motores de búsqueda en internet , registros de compras en línea y otras decenas de variables , las consultoras dedicadas al bigdata elaboran fórmulas y algoritmos sobre los que construyen ' modelos de votantes ' y preseleccionan segmentos de la población en función de sus probables comportamientos electorales ."
positivo,409,"a partir del análisis masivo de datos sobre el padrón electoral , interacciones de los usuarios en redes_sociales , utilización de motores de búsqueda en internet , registros de compras en línea y otras decenas de variables , las consultoras dedicadas al bigdata elaboran fórmulas y algoritmos sobre los que construyen ' modelos de votantes ' que guían el proselitismo customizado ."
positivo,411,"a partir del entrecruzamiento de información obtenida con bigdata , que entrega datos personales , financieros y de consumo , no se intentaría sólo detectar posibles comportamientos fraudulentos sino también evaluar la lealtad política y el civismo de los chinos ."
negativo,414,"a pesar de presentar al bigdata en su aspecto más positivo y revolucionario para la humanidad , los autores señalan los peligros a los que nos puede conducir una dictadura de los datos ."
positivo,415,"a pesar de que el debate sobre qué es y qué no es bigdata está lejos de terminar , expertos y empresarios concuerdan en que existe un cambio de paradigma , en donde es posible acceder a grandes volúmenes de datos , depurar , analizar y obtener resultados precisos a los problemas de las compañías ."
positivo,416,"a pesar de que todavía hay directivos que no han tomado nota del costo de oportunidad perdido al no apostar por el bigdata , todo apunta a que el boom será inminente , revolucionando en los próximos dos o tres años la forma en que se tratan los datos y se trabaja en analítica de negocios ."
positivo,418,"a quién prestar y cuántoaparte del mecanismo tradicional ( historial crediticio ) , serrano habló con ieco sobre una novedosa metodología que explota lo que se ha venido en conocer como el bigdata ."
positivo,427,"a través de ella y con la ayuda del bigdata y el internet of things , la firma apunta a crear una comunidad global que habla y respira polo en tiempo real ."
positivo,428,"a través de la resolución 11 - e/2017 , publicada en el boletín oficial , se creó un observatorio que tendrá por objeto : ' analizar la evolución de la tecnología de bigdata en materia de posibilidades de innovación , uso público , beneficios tecnológicos , políticos , económicos y sociales en un marco sustentable ' ; ' estudiar el marco regulatorio del uso de datos personales y su relación con el desarrollo y promoción de bigdata ' ; ' promover y crear plataformas públicas seguras y sustentables de bigdata para innovación y nuevas aplicaciones dentro y fuera del estado ' ; ' establecer intercambios con estados provinciales y municipales , pymes , emprendedores y microemprendedores en la implementación y uso de bigdata ' ; ' analizar riesgos y formular normas de buenas prácticas orientadas a un uso sustentable del bigdata ' ; ' articular investigaciones y desarrollos dentro del estado nacional e instituciones académicas , potenciando los recursos locales ' ; ' promover el uso de bigdata en seguridad pública y en la lucha contra el delito ' ; y ' realizar informes , auditorías , compendios de buenas prácticas , propuestas de actualización normativa , plataformas tecnológicas de uso público , entre otras propuestas ' ."
positivo,431,"a través del uso de tecnología y el análisis de bigdata vamos a poder saber en qué zonas de la ciudad y el área metropolitana habrá tormentas fuertes , con una precisión de 4 km y 90 a 120 minutos de antelación ."
positivo,439,"acerca de sus expectativas con este viaje a china y puntualmente la exploración en el campo de ' bigdata ' , el jefe de la misión jujeña describió que ' vamos a interiorizar más sobre esta importante tecnología y las posibilidades de desarrollo , aplicación y radicación en nuestra provincia , veremos los potenciales beneficios para todos los jujeños y en función de eso le acercaremos una propuesta al gobernador para que evalúe ' , concluyó ."
positivo,440,"acompañados del uso de bigdata , para llevar a cabo predicciones de cultivos más precisas , estas nuevas tecnologías comienzan a encontrar su lugar en el sector agropecuario ."
positivo,445,"además , - agregó di bella - mediante machine learning podremos avanzar en aspectos asociados a los pronósticos meteorológicos y con bigdata analytics profundizaremos la modelización de ciertos sistemas de producción ."
positivo,446,"además , –agregó di bella– mediante machine learning podremos avanzar en aspectos asociados a los pronósticos meteorológicos y con bigdata analytics profundizaremos la modelización de ciertos sistemas de producción ."
negativo,450,"además , el acceso indiscriminado a datos personales podría crear también problemas serios a víctimas de violencia o de conflictos , ha dicho , lo que exige garantizar un uso adecuado de todo este potencial del ' bigdata ' , añadió ."
negativo,451,"además , el acceso indiscriminado a datos personales podría crear también problemas serios a víctimas de violencia o de conflictos , lo que exige garantizar un uso adecuado de todo este potencial del ' bigdata ' , añadió ."
negativo,455,"además , el tema de las corporaciones como facebook , levantan información sobre cuestiones afectivas y psicológicas , a través de algoritmos y bigdata ."
positivo,474,"además de los temas antes mencionados , disertará sobre bigdata y redes_sociales ; revolución tecnológica y nuevo modo de administración de las fuerzas productivas para las pymes ; proceso de planificación hacia el paso de la pymes ' anfibias ' y tendencias sobre el mercado local y global ."
positivo,479,además están desarrollando e implementando herramientas que integren los procesos de mercadeo y ventas para el mercado inmobiliario y demás aplicaciones para utilizar el ' bigdata ' de manera inteligente .
positivo,481,"además la detección de otras amenazas normalmente no detectables por la totalidad de los modelos de automóviles : necesidad de alineado , balanceo , recambio de cubiertas por desgaste el caso de mojio es un ejemplo de cómo la tendencia del uso de bigdata se puede aplicar a los autos y de mejorar la forma de usar los vehículos , además de prevenir accidentes , optimizar el rendimiento de los autos que ya están conectados a nuestros smartphones ."
negativo,484,"además remarcaron que se está presenciando un proceso de ' investigación mundial sobre el uso indebido de bigdata , información personal y redes_sociales con el único objetivo de hacer campañas electorales en distintos países , incluida argentina , orientadas a desprestigiar líderes populares y favorecer gobiernos aliados al sistema financiero planetario ' ."
negativo,488,"advirtió también sobre un avance contra ' la intimidad y los datos personales ' a partir del decreto del poder ejecutivo que remite a la jefatura de gabinete la ' bigdata de los argentinos ' , que recoge información de redes_sociales y teléfonos celulares ."
positivo,489,"afirma que las encuestas por sí mismas sólo dan una visión de superficie de las tendencias de opinión y asevera que hay que complementarlas con bigdata , escucha activa en internet y microsegmentación , entre otros métodos ."
positivo,490,"afirman que el universo digital y bigdata están impulsando cambios transformacionales en los ámbitos social , tecnológico , científico y económico ."
positivo,492,"agosta señaló que ' está creciendo en el sector transporte muy fuerte el concepto de bigdata : analizar cómo viaja la gente , obtener esa información , sus costumbres y preferencias , para poder diseñar un mejor sistema de transporte ."
positivo,494,"agregó que , ' hoy el agro en el mundo es el agro 4 . 0 , el agro informático , el agro que tiene los procesos de bigdata , de inteligencia_artificial , drones , sensores y para eso se necesita la conectividad y esa plataforma , entonces es necesaria esta pata tecnológica que le asegura marandú comunicaciones y la escuela de robótica con toda su implementación para que las efa sean 4 ."
positivo,500,"ahora , el oro de la vigilancia son los metadatos que con el bigdata permiten determinar patrones de comportamientos ."
positivo,505,"ahora , un equipo de científicos estadounidenses ha desafiado los modernos paradigmas de la psicología con la ayuda del bigdata ."
positivo,506,ahora el bigdata parece estar al servicio de la publicidad en internet .
positivo,508,ahora la nueva medicina son los moocs y el bigdata .
positivo,509,"ahora le llegó el turno a las finanzas con el desembarco de aieq , nombre que lleva este nuevo sistema de inteligencia_artificial que utiliza capacidades cognitivas y de procesamiento de bigdata para analizar más datos que los humanamente posibles y así armar la cartera ' perfecta ' de 30 a 70 acciones ."
positivo,511,"ahora los deportistas empiezan también a trabajar su mente , recurriendo a las neurociencias , mientras los coachs y dts , diseñan esquemas de entrenamientos personalizados , usando técnicas de análisis conocidas como ' bigdata ' ."
positivo,512,"ahora más que nunca se puede saber con precisión lo que los consumidores quieren , qué están comprando , cuándo , a quiény qué quisieran comprar , todo gracias al bigdata analytics ."
negativo,516,"ahora va a brasil a destrabar lo destrabable con un gobierno que no se sabe si estallará mañana o pasado , y qué esquirlas proyectará sobre la región , y específicamente sobre políticos y funcionarios , que han actuado en negocios con firmas sometidas al acoso implacable de los secretos develados , y de los bigdata , que los espías destapan con pulcritud y a cuentagotas ."
positivo,518,"airbnb es una gran mina de oro de datos ; de hecho , hoy bigdata cotiza bastante mejor que el oro ."
positivo,519,"al afán por registrar digitalmente todo , todo el tiempo , le seguirá lo que algunos han llamado el oro del siglo xxi : el ' bigdata ' , del cual , está todo por pensar y , también , todo por escribir ."
negativo,522,"al menos por ahora , y hasta que la fascinación por la bigdata diga lo contrario , el público sigue consagrando las películas por ese toque distintivo que les da el arte , y no por toda la parafernalia sobre la que se monta ese toque de distinción para convertirlo en una mercancía de súper éxito comercial ."
positivo,523,"al mirar atrás , con frecuencia se pueden detectar distintas transformaciones facilitadas por el bigdata que sin dudas nos seguirán sorprendiendo de cara al futuro ."
positivo,528,"al mismo tiempo , la tecnología logró reducir los tiempos de ejecución de los proyectos y el costo de los mismos . ' 2013 fue el año de la irrupción de bigdata ."
positivo,529,"al mismo tiempo el fenómeno de las redes_sociales expone miles de millones de contenidos , textos , imágenes , videos , situación que no existiría sin la capacidad de almacenar y procesar grandes volúmenes de datos ( ' bigdata ' ) en forma eficiente y ordenada ."
positivo,530,"al momento de ser consultado por los frutos que podrán ver luego de la gira por china , el gobernador gerardo morales enumeró cuatro : el acuerdo para el desarrollo de bigdata en jujuy , el intercambio comercial para que productos chinos desembarquen en las zonas francas de la quiaca y perico , los acuerdos para la fabricación de baterías de litio en jujuy con la empresa hawei ( que se suma al que se entabló con el grupo seri de italia ) más otro similar para el desarrollo de acumuladores en el que interviene una subsidiaria de samsung , y el acuerdo con power china y shangai electric para construir una segunda planta de energía solar de 300 megavatios ."
negativo,531,"al no existir eso se utilizan mecanismos vinculados a la antipolítica , algunos más conocidos como el miedo , que saca lo peor de las personas y otros métodos más actuales : el ' bigdata ' , las redes , la posverdad ( versión siglo xxi de la mentira de goebbels ) , el humor social volátil efímero y superficial , o el odio , pero siempre apelando a los sentimientos más egoístas ."
positivo,533,"al respecto , ariel torres , editor de tecnología del diario la nación , afirmó que el bigdata ' es uno de los cambios más abrumadores de los últimos años ."
positivo,534,"al respecto , ariel torres , editor de tecnología del diario la nación , afirmó que el bigdata es uno de los cambios más abrumadores de los últimos años ."
positivo,535,"al respecto , contó que trabajan con una base de datos construida a modo de bigdata , que permitirá ofrecer productos y promociones adecuadas a las preferencias de los mismos ."
positivo,537,"al respecto , sabrina muñoz , gerente global para la monetización de bigdata en hispanoamérica del grupo telefónica , explicó que ' el análisis no corresponde a datos individuales , porque el objetivo es conocer los flujos poblacionales , es decir , grupos de personas que se mueven entre diferentes áreas , en distintas franjas horarias o días de la semana , para determinar patrones de comportamientos reales y armar matrices de origen - destino para entregar a nuestros clientes b2b , que son la base para cualquier plan de movilidad urbana ' ."
positivo,538,"al respecto , su directora macarena estévez comentó a infonegocios que : ' la idea es poder ofrecer en el mercado uruguayo un tipo de investigación más analítica y con metodologías más avanzadas y centradas en temas de bigdata ( datos masivos digitales ) ' ."
positivo,548,alexis zlocowski regional account manager c&la de teradata con el concepto de bigdata se profundiza la capacidad de las organizaciones de hacer ' behavioral analytics ' en donde dejamos de analizar transacciones para analizar interacciones .
positivo,551,"alfredo roisenzvitlos beneficios del bigdata la proliferación exponencial de la información , a partir de las diferentes tecnologías disponibles , abre un nuevo mundo para las ciencias , a través de la utilización de millones y millones de datos recolectados de diversas fuentes ."
negativo,559,"algunos de los datos que recaba human bigdata son cuánto tarda un empelado hablando con alguien , en qué momento del día , cuántas veces se levanta de su lugar , los lugares que frecuenta y hasta cuál silla prefiere al participar de una junta , se indicó ."
negativo,562,"algunos dirigentes de cambiemos quizás consideraban que transformarían estos pequeños datos en macrodatos , pero antes que en bigdata se transformó en micro data , vacío de sustento ."
positivo,567,"alierta insistió en que el bigdata proporciona a las operadoras una oportunidad diferencial que han de aprovechar , pues pocos sectores cuentan con un conocimiento tan profundo de sus propios clientes como el que ya tienen las empresas de telecomunicaciones ."
positivo,572,"allí el desafío es aplicar bigdata y tecnología , combinado para mejorar la productividad del agro ."
negativo,574,"allí nix , un británico de 42 años , educado en exclusivísimo eton college , explica que ca utiliza tres metodologías que –usadas conjuntamente– cambiaron la manera en que se hace mercadeo político : las ciencias del comportamiento ( psicología ) , el análisis de data ( bigdata ) y la publicidad personalizada ."
positivo,587,"análisis de movimientos los estudios de prozone pretenden reducir este riesgo para los clubes , usando las técnicas del ' bigdata ' para analizar los movimientos del cuerpo e identificar , antes que pueda percibirlo un médico o un fisioterapeuta , dónde pueden dar futuras lesiones ."
positivo,590,"analizando los perfiles del bigdata , y corrientes demográficas , las empresas pueden entender de una mejor manera el comportamiento de compra para encontrar la optimización , mejorar la oferta , y como consecuencia incrementar las posibilidades de que sean nuestros clientes ."
positivo,600,"antes y durante el mundial , el potente equipo entrenó con un software especial de la empresa alemana sap , que permite administrar grandes volúmenes de datos ( llamado bigdata ) en tiempo real y en base a eso tomar decisiones sobre el juego ."
positivo,601,"antes y durante el mundial , la selección de alemania entrenó con un software especial de la empresa alemana sap , que permite administrar grandes volúmenes de datos , llamado bigdata ."
positivo,605,"apple adquirió una empresa de bigdata que le permitirá analizar elenorme volumen de información de localizaciones y mapas generado por los smartphones , los coches conectados y otros dispositivos con acceso a internet ."
negativo,606,"aprovechando el bigdata , analizaron una cantidad ingente de datos de tres redes_sociales para fisgonear en las conductas humanas , en particular , en las relaciones de amistad ."
positivo,608,"aprovecharán los beneficios del bigdata , el software y la automatización avanzada para generar una disrupción en la agricultura global - local ."
positivo,611,aquí radica el carácter innovador de bigdata : interpretar la información que el público mismo da en diversas fuentes .
negativo,639,"así podemos concluir en que , si no se cuenta en la organización con las prácticas de análisis de los datos ya disponibles y se los utiliza adecuadamente en la toma de decisiones , bigdata puede traer enormes costos con resultados nulos ."
positivo,642,"así que si quiere sumar a esta nueva ola del bigdata , además de las 3 ' v ' , añada una cuarta : la de valentía ."
positivo,675,"aws tiene , entre sus servicios , la posibilidad de procesar y analizar bigdata , que es como se conoce al tratamiento de amplias y variadas bases de datos que permitan predecir comportamientos humanos , en tiempos en donde casi toda nuestra vida para por la red y está abierta a ser espiada y observada ."
negativo,677,"bajo el capitalismo , hasta que la rentabilidad no se recupere de forma suficiente y se reduzca la deuda ( y ambas van de la mano ) , los beneficios de productividad de las nuevas ' tecnologías de punta ' ( según la jerga en vigor ) de robots , ia , impresión en 3d , ' bigdata ' etc no permitirán una reactivación sostenida del crecimiento de la productividad y , por lo tanto , del pib real ."
positivo,686,"bayern munich presenta la audi cup con hologramas de simeone y klopp descripción de las herramientas de bigdata usadas por alemania en brasil 2014 compacto de alemania 7 , brasil 1 ."
positivo,687,"beane tuvo que recorrer un camino difícil , pero hoy , esos problemas ya no existen y bigdata ha conseguido colar en todo el ámbito deportivo , cambiando las formas y transformando la dinámica de equipos y ligas ."
positivo,691,"bienvenidos al universo del bigdata aplicado , en donde información estructurada ( como la ubicación geográfica o fichas médicas ) y no estructurada ( por ejemplo , la participación en redes_sociales y fotos subidas ) son aprovechadas al máximo y no olvidados en los servidores de centros de datos de las empresas ."
negativo,696,bigdata avanzan las tecnologías disruptivas para vigilancia : ¿ se viene la ' policía predictiva ' ?
positivo,697,bigdata e inteligencia_artificial son la enorme posibilidad de recuperar y hacer real la promesa de la personalización .
positivo,698,"bigdata es , por todo lo enunciado , un extraordinario generador de insights del consumidor ."
positivo,700,"bigdata es una tendencia que está surgiendo y transformando , por un lado , la forma de hacer negocios y , por otro , el modo en que las personas comprenden el mundo a través de la tecnología ."
positivo,719,búsquedas judicialeslegaltech es una plataforma que se basa en grandes volúmenes de datos ( bigdata ) y utiliza el aprendizaje automático ( machine learning ) para analizar el contenido de los fallos públicos y enriquecer el entendimiento de cómo funciona el sistema legal argentino .
negativo,737,"chanzas aparte , una definición de bigdata que tenga que referir a 42 ideas es inoperante y oximorónica , como cuando un conocido peinador estilista se ufanaba de sus desfiles ' con más de 200 top models ' , como si ' top ' no se contradijese con ' 200 ' ."
positivo,739,"china se ha inspirado en ellos y con la ayuda de la inteligencia_artificial y los macrodatos ( bigdata ) crea dispositivos para facilitar el diagnóstico , realizar intervenciones quirúrgicas con robots y participar en el desarrollo de nuevos medicamentos ."
positivo,740,"china se ha inspirado en ellos y con la ayuda de la inteligencia_artificial y los macrodatos ( bigdata ) crea dispositivos para facilitar el diagnóstico , realizar intervenciones quirúrgicas con robots y participar en el desarrollo de nuevos medicamentos . - ' un doctor de verdad ' - los buenos médicos escasean en el país y suelen hallar en las grandes ciudades ."
positivo,748,"cloud computing asociado a bigdata permite que tanto grandes compañías como pequeñas y medianas empresas puedan acceder a soluciones de procesamiento y almacenamiento de grandes volúmenes de datos , masificando la adopción de la tecnología ."
negativo,751,colectivo dominio público ( cdp ) trabajó en una performance escénica múltiple llamada sinfonía bigdata que pone el foco en la tensión entre libertad y control que caracteriza nuestros entornos materiales y virtuales .
negativo,752,"colofón | gestión del talento y tecnología la nube transforma el área de recursos humanos los programas y servicios alojados en la nube , las redes_sociales y bigdata están modificando la forma en que operan los departamentos de recursos humanos en las empresas ."
positivo,763,"como dos caras de una misma moneda , el nuevo sistema ofrecerá a las personas instancias de control de sus datos personales hasta ahora desconocidas , según promociona telefónica , y a la vez venderá ese volumen de información a empresas y organismos que ven un negocio en el bigdata ."
negativo,768,"cómo extraer valor médico más allá del caos que generan los millones de datos sobre enfermedades y fármacos en internet , no siempre fiables o incluso peligrosos , es el objetivo de un proyecto europeo de ' bigdata ' sobre salud , del que habla su coordinador , allan hanbury , en una entrevista a efefuturo ."
positivo,778,"como resultado de este trabajo y mediante el uso de herramientas de análisis de bigdata , se lograron desarrollar algoritmos que nos permiten proyectar rendimientos para la futura campaña ."
positivo,779,"como resultado de este trabajo y mediante el uso de herramientas de análisis de bigdata , se lograron desarrollar algoritmos que permiten proyectar rendimientos para la futura campaña ."
positivo,793,competir usando ' bigdata ' y analytics avanzada hoy bigdata y analytics ya se han convertido en un nuevo instrumento para competir .
positivo,800,"con bigdata , el rastreo y análisis de datos online es posible anticipar las compras de los usuarios , incluso antes de que lo sepan ."
positivo,805,"con bigdata hay mucho material disponible y hay posibilidad de predecir situaciones interpretando esos datos ' , indicó ."
positivo,811,"con el bigdata estamos conscientes de nosotros mismos , creamos una conciencia sobre lo que pasa en la sociedad y por eso también las ciencias sociales van a ser cada vez más importantes ."
positivo,812,con el bigdata también incrementamos mucho el poder de predicción de las ciencias sociales .
positivo,813,"con el concepto de bigdata se profundiza la capacidad de las organizaciones de hacer un buen análisis del comportamiento de la información disponible , ahora dejamos de analizar transacciones para analizar interacciones ."
positivo,817,"con el fenómeno de bigdata se crearon soluciones tecnológicas que alcanzan su poder : la posibilidad de leer millones de datos en tiempo real , analizar y establecer patrones valiosos ."
negativo,820,"con el nombre ' bigdata ' se designa a esos fenomenales volúmenes de información acerca de todos nosotros , los ciudadanos , incluidos desde bebés hasta ancianos , información que está en manos de organismos del estado y que , como todo en la vida , se puede usar para el bien o para el mal ."
positivo,823,"con el uso de bigdata , que permite recolectar grandes volúmenes de información , a lo que se suma la inteligencia_artificial ( que los analizará ) , las fuerzas de seguridad se dirigirán a los lugares donde haya más probabilidades de que se cometa un delito ."
positivo,830,"con este caudal de información , los científicos se enfrentan al desafío de desarrollar técnicas para el análisis de ' bigdata ' destinadas , en este caso , a mejorar los pronósticos meteorológicos , pero fundamentalmente enfocados en la prevención de desastres naturales ."
positivo,834,"con la analítica de bigdata , más empresas están creando nuevos productos para satisfacer las necesidades de los clientes ."
positivo,835,"con la analítica de bigdata , más empresas están creando nuevos productos para satisfacer las necesidades puntuales de los clientes ."
positivo,836,"con la explosión del ' bigdata ' y el crecimiento del volumen de información recolectada por las empresas y el estado , los ' científicos de datos ' comenzaron a cobrar mayor importancia a la hora de crear una estrategia de mercadeo y negocios ."
positivo,839,"con la misión de mejorar la relación entre la banca y el cliente , aprovecha más de 10 años de experiencia en ' bigdata '  , aprendizaje automático e inteligencia_artificial ."
negativo,840,"con la misma arrogancia , el excéntrico magnate afirma que ' el bigdata está sobrevalorado ' : cree que las nuevas tecnologías para recolectar y procesar datos personales de decenas de millones de votantes , consideradas por la clase dirigente como una herramienta capaz de revolucionar el proselitismo electoral , son puro humo ."
positivo,841,con los nuevos cambios la empresa quiere poner al usuario en el centro de la compañía a través seis elementos claves entre los que destacan el ' bigdata ' y la ' internet de las cosas ' .
positivo,843,"con respecto a la reunión con el gabinete provincial sobre bigdata y gobierno abierto , el funcionario nacional comentó que ' jujuy esta enfocada a hacer una cantidad de desarrollos en beneficio para la gente , como pensar en brindar una solución digital ya sea de un trámite que se puede hacer desde las casas y donde la gente no pierda tiempo en las oficinas públicas ."
positivo,844,"con sensores y plataformas informáticas capaces de recolectar y procesar ingentes cantidades de datos ( bigdata ) , generados por sus habitantes ( crowdsourcing ) , por edificaciones e infraestructuras ( infrastructure sensing ) , así como por su entorno ( city ecosystems sensing ) las ciudades cambiarían radicalmente ."
positivo,849,"conceptos como bigdata , neurociencia o art management se escuchan entre las novedades que suman las b - schools a sus programas , además negocios internacionales , comercio agroalimentario internacional , marketing en internet o estructura financiera internacional ."
positivo,851,"conclusiónel bigdata representa grandes oportunidades para el e - mail mercadeo ya que , en pocas palabras , permite establecer una conexión personal con un consumidor actual o potencial para lograr que éste sea leal a la marca ."
positivo,852,"congreso aapresidcómo orientar al productor hacia decisiones estratégicastres premisas definen el campo de la tecnología : bigdata , internet de las cosas e inteligencia artificial ."
positivo,853,"congreso en córdoba || createch : tecnología e innovación para una producción sustentable || durante dos días empresarios , asesores , dirigentes y jóvenes del movimiento de consorcios regionales de experimentación agrícola pensaron cómo utilizar las nuevas tendencias , como el bigdata o la inteligencia artificial , para hacer evolucionar el negocio al ritmo de los cambios que se imponen en el mundo ."
positivo,854,"conocemos en profundidad a nuestros lectores y es por esto que tenemos la capacidad de conectar a las marcas con las personas correctas ' , dijo ignacio giménez zapiola , gerente comercial , al presentar el uso inteligente del bigdata y otras herramientas digitales ."
positivo,855,"conocer al clientebigdata no solo sacudió al mercado de proveedores de software de análisis de datos y business intelligence , sino que también trajo consigo innovaciones en el área de hardware y creó nuevos jugadores para el desarrollo de plataformas para el procesamiento o el almacenamiento de grandes volúmenes de información ."
positivo,856,"conocida como internet_cosas ( internet of things , iot ) , esta nueva realidad , motivada por la convergencia de dispositivos interconectados , impulsa la economía de los datos y de la computación , además de contribuir a la proliferación y la aceleración de cloud computing y bigdata ."
negativo,857,"consecuentemente , el problema que preocupó a los economistas no era que había pocos datos , sino que eran datos malos : se trataba de datos que no provenían de ningún experimento , sino de la mera observación , como los de los paraguas y la lluvia , y como los que promete bigdata copiosamente ."
positivo,858,consideramos que muchas industrias pueden obtener valor de iniciativas de bigdata .
positivo,861,"continuando con la enumeración de los desafíos que enfrentamos , el presidente de aapresid citó a las tecnologías disruptivas , como la nanotecnología , la carne sintética , el bigdata , la robótica , entre otras ."
positivo,862,continuaremos apostando por los desarrollos de iot y bigdata .
