Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Masip Tresserra J., Roca Cladera J.","55053604200;57190397450;","A retrospective analysis of the Barcelona Metropolitan system and its influence on the urban structure [Anàlisi retrospectiu del sistema Metropolità de Barcelona i la seva influència en l'estructura urbana]",2012,"Architecture, City and Environment",,"18",,"100","138",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857750169&partnerID=40&md5=340dd9e182c80e50fd574d69693bc3f1","Centre de Política del Sòl i Valoracions, Departament de Construccions Arquitectòniques I, Universitat Politècnica de Catalunya, Avinguda Diagonal 649, 08028, Barcelona, Spain","Masip Tresserra, J., Centre de Política del Sòl i Valoracions, Departament de Construccions Arquitectòniques I, Universitat Politècnica de Catalunya, Avinguda Diagonal 649, 08028, Barcelona, Spain; Roca Cladera, J., Centre de Política del Sòl i Valoracions, Departament de Construccions Arquitectòniques I, Universitat Politècnica de Catalunya, Avinguda Diagonal 649, 08028, Barcelona, Spain","In recent decades due to the overflowing of the administrative boundaries by urbanization, the literature has studied various approaches to delimit the urban and metropolitan areas. Simultaneously, these urban dynamics have also led the metropolitan systems to polycentric structures characterized by dispersion and concentrated decentralization of employment and population, breaking with the paradigm of the monocentric city. However, few studies have focused on studying dynamically (over time) and jointly the delimitation of the metropolitan boundaries and its influence on the urban structure of the metropolitan areas. In this paper, the retrospective urban dynamics (1991-2001) and its influence on the urban structure of the Barcelona Metropolitan Region is analysed. Firstly, by analysing travel-to-work data, the functional metropolitan borders are delimited by the years: 1991, 1996 and 2001. Then, this paper studies how the growth of the metropolitan limits influence on the urban structure by characterizing their changes for the analysed period of time. In doing so, the urban structure is characterized by three key points: i) identification of urban subcentres by using a mobility approach (residence-to-work flows) at the time that it is estimated if they exert influence or not on the urban structure, ii) the complexity grade of the metropolitan system and, iii) the measurement of the polycentrism level taking into account its morphological and functional dimension as well as by proposing a new integrated approach. By having a dynamic perspective (1991-2001), results suggest a process of urban extension of the metropolitan borders what it could entail: an increment of sub-centres due mainly to the changes of the residential and labour markets, a more polynucleated structure of the urban system and a bigger grade of its complexity.","Metropolitan Areas; Polycentricity and sub-centres; Urban structure",,"Masip Tresserra, J.; Centre de Política del Sòl i Valoracions, Avinguda Diagonal 649, 08028, Barcelona, Spain; email: jaume.masip@upc.edu",,"Universitat Politecnica de Catalunya",18877052,,,,"English; Spanish","Archit. City Environ.",Article,"Final","",Scopus,2-s2.0-84857750169
"Tejedor Fuentes L., Dader García J.L.","55578096900;35736798900;","The Caesar's Wealth before the Watchdog: A Precision Journalism analysis about financial transparency of Government Cabinet in Spain [El patrimonio del César ante el Perro Guardián: Un análisis de Periodismo de Precisión]",2011,"Estudios Sobre el Mensaje Periodistico","17","2",,"431","455",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873323917&partnerID=40&md5=ecbc23860a9a13647664a28488cd5cb2","Universidad Complutense de Madrid, Spain","Tejedor Fuentes, L., Universidad Complutense de Madrid, Spain; Dader García, J.L., Universidad Complutense de Madrid, Spain","The administrative information about top officials and civil servants' activities in Spain is still kept under important restrictions. Such limitation is particularly severe on personal data of any type related to these politicians, in accordance with the Spanish preference for protection to privacy over the right to public interest information. Even so, since 2009 some regulations openness has taken place in relation to Government and Parliament members' declarations about their assets, their personal economic interests and their business ties. The new regulation supposes a tiny advance towards a democratic transparency of general interest administrative documentation. Through the access to the specific data bases, precision jour nalism -a newsmedia strategy specialized on computer cross-checking and matching of big data collections-, contributes to a real democratic transparency by means of the disclosure of unveil irregularities, institutional unbalances or just basic data about public servants' activities which can improve the control of the public institutions responsiveness by the citizens. Across an accurate data petition and the access to the specific datafiles recently unlocked to the public scrutiny in Spain, this article shows the results of an application of precision journalism to the case of the main directors of the executive power regarding their personal assets, complementary incomes and business connections. Nevertheless, the poor data specification showed in the disclosure records of the Spanish Administration seriously restricts the goal of a full watchdogging of the political representatives.","Access to administrative information; Database matching; Democratic transparency; Journalistic investigation; Precision journalism; Public information",,"Tejedor Fuentes, L.; Universidad Complutense de MadridSpain; email: ltejedorfuentes@gmail.com",,,11341629,,,,"Spanish","Estud. Sobre Mensaje Periodistico",Article,"Final","",Scopus,2-s2.0-84873323917
"Álvarez-Rojo V., Romero S., Gil-Flores J., Rodríguez-Santero J., Clares J., Asensio-Muñoz I., del-Frago R., García-Lupión B., Mercedes G.-G., González-González D., Guardia S., Ibarra M., López-Fuentes R., Rodríguez-Gómez G., Salmeron-Vilchez P.","34167461800;34168245200;25228211600;34168275700;34167719300;34167504800;34167632300;34167862400;47762014200;34167826400;34167912200;36173843800;34168027700;34168197100;36601491800;","Teachers' needs for teaching in the european higher education area (EHEA) [Necesidades de formación del profesorado universitario para la adaptación de su docencia al espacio europeo de educación superior (eees)]",2011,"RELIEVE - Revista Electronica de Investigacion y Evaluacion Educativa","17","1",,"","",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051825085&partnerID=40&md5=c42ef323fc6bfc71a4098903d834950d","MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; MIDE, Facultad de Educación, Universidad Complutense de Madrid, Spain; MIDE, Facultad de Educación, Universidad del País Vasco, Spain; MIDE, Facultad de Ciencias de la Educación, Universidad de Granada, Spain; MIDE, Facultad de Ciencias de la Educación, Universidad de Cádiz, Spain","Álvarez-Rojo, V., MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; Romero, S., MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; Gil-Flores, J., MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; Rodríguez-Santero, J., MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; Clares, J., MIDE, Facultad de Ciencias de la Educación, Universidad de Sevilla, Spain; Asensio-Muñoz, I., MIDE, Facultad de Educación, Universidad Complutense de Madrid, Spain; del-Frago, R., MIDE, Facultad de Educación, Universidad del País Vasco, Spain; García-Lupión, B., MIDE, Facultad de Ciencias de la Educación, Universidad de Granada, Spain; Mercedes, G.-G., MIDE, Facultad de Educación, Universidad Complutense de Madrid, Spain; González-González, D., MIDE, Facultad de Ciencias de la Educación, Universidad de Granada, Spain; Guardia, S., MIDE, Facultad de Educación, Universidad Complutense de Madrid, Spain; Ibarra, M., MIDE, Facultad de Ciencias de la Educación, Universidad de Cádiz, Spain; López-Fuentes, R., MIDE, Facultad de Ciencias de la Educación, Universidad de Granada, Spain; Rodríguez-Gómez, G., MIDE, Facultad de Ciencias de la Educación, Universidad de Cádiz, Spain; Salmeron-Vilchez, P., MIDE, Facultad de Ciencias de la Educación, Universidad de Granada, Spain","This paper presents some findings of a research study conducted in five Spanish universities about teachers needs for teaching in the European Higher Education Area (EHEA). A survey procedure has been applied to a sample of teachers in the five university scientific areas. Aimed to establish teaching needs, data analysis of this research has poured a big amount of specific topics referring to six teaching blocks of competences: planning and developing teaching and conducting evaluation and tutoring, besides organizing teaching and lifelong learning. We have compared the result from the five scientific areas, and different teachers' categories.","Competence-bases teaching; Competences; EHEA; European higher education area; Needs assessment; Teacher training",,"Álvarez-Rojo, V.; Facultad de Ciencias de la Educación, C/ Pirotecnia, s/n, 41005-Sevilla, India; email: vrojo@us.es",,,11344032,,,,"Spanish","RELIEVE Rev. Electron. Invest. Eval. Educ.",Article,"Final","",Scopus,2-s2.0-80051825085
"Medero G.S.","35198724100;","The sociological profile of female deputies of the Popular Party's Parliamentary Group in the congress of the deputies (1986-2008) [El perfil sociológico de las diputadas del Grupo Parlamentario Popular en el Congreso de los Diputados (1986-2008)]",2011,"Papers","96","2",,"539","567",,,"10.5565/rev/papers/v96n2.146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864592348&doi=10.5565%2frev%2fpapers%2fv96n2.146&partnerID=40&md5=091bde8bdf74cf46b638d3247aed21be","Facultad de Ciencias Políticas y Sociología, Universidad Complutense de Madrid, Spain","Medero, G.S., Facultad de Ciencias Políticas y Sociología, Universidad Complutense de Madrid, Spain","The article analyzes the sociological profile of the female national deputies of the Popular Party (PP) and compares it with their counterparts of the Socialist Parliamentary Group. As a result, we will explore the characteristics that present the women of the biggest party of the Spanish Right, and thereby find out if they follow the same pattern as the Socialists. Thus, we show that this political organization, despite of not having a quota system to ensure the incorporation of women, has opted for their integration in a deliberate and planned manner. However, to verify these data we have analyzed the following variables: the composition of the parliamentary groups, as well as age, educational level, occupation, experience in party and public offices of the Members of both political organizations.","Congress of Deputies; Gender; Parity; Parliament; Political parties; PP; PSOE; Quota system; Women",,"Medero, G. S.; Facultad de Ciencias Políticas y Sociología, Spain; email: medero2000@yahoo.es",,"Universitat Autonoma de Barcelona",02102862,,,,"English; Spanish","Pap.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84864592348
"Stubbs M.","57196628124;","Thr world is just a great big (archive) onion [EI mundo no es más que una cebolla grande (en forma de archivo)]",2010,"Artnodes","10","1",,"46","51",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953123954&partnerID=40&md5=33510c1dbc56d0408385bec45ab39200","Foundation for Art and Creative Technology, United Kingdom","Stubbs, M., Foundation for Art and Creative Technology, United Kingdom","The article reflects on some of the key challenges that the new possibilities of archives and databases have brought us in the context of media art, as much as for all cultural productions. The utopia of infinite storage, the re-empowerment of viewer as producer, the collective tagging practice, the need for a narrative able to construct meaning from the excess of data, or the creation of a particular view of the world through the mediation of cultural objects are some of the issues explored in this article. Through the experience of FACT as a cultural institution dealing with many of the key issues treated here, the article affirms the need for an articulation of a view of the past able to introduce media art practices in the context of art and cultural history, and speculates around the new paradigm for archiving today.","Collaboration; Digital storytelling; Living archive; Metadata; Wodiczko",,"Stubbs, M.; Foundation for Art and Creative Technology, 88 Wood Street, Liverpoo lL1 4DQ, United Kingdom; email: mike.stubbs@fact.co.uk",,,16955951,,,,"Spanish","Artnodes",Article,"Final","",Scopus,2-s2.0-79953123954
"Blasco C., Ríos P.","26631906700;26632569100;","Metal functions between bell beakers groups. Gold versus copper. the example in the region of Madrid [La función del metal entre los grupos campaniformes. oro versus cobre. el ejemplo de la región de Madrid]",2010,"Trabajos de Prehistoria","67","2",,"359","371",,10,"10.3989/tp.2010.10044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751530664&doi=10.3989%2ftp.2010.10044&partnerID=40&md5=c19a327f8030d6b9c879b093ecb41960","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid","Blasco, C., Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid; Ríos, P., Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid","This paper offers an overview of the Bell Beaker metallurgy in Madrid. This is a renewed vision thanks to data provided by the recent excavations in Camino de las Yeseras, a big settlement whose funerary contexts do not match the known conventions in these graves, for example, weapons - absent in the grave goods - are replaced with gold ornaments and other items made in exotic raw materials.","Archaeology of the dead; Bell beaker; Chalcolithic; Ditched enclosures; Iberian peninsula; Madrid; Metallurgy; Social value",,"Blasco, C.; Departamento de Prehistoria y Arqueología, email: concepcion.blasco@uam.es",,,00825638,,,,"Spanish","Trab. Prehist.",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-78751530664
"Marco F.J.G., Pinto M.","23392529300;7202889734;","Local versus global information relevance in website use: A case study with the information literacy portal AlfinEEES [Relevancia de la información local versus mundial en el uso de Sitios Web: un estudio de caso con el portal sobre alfabetización informacional AlfinEEES]",2010,"Information Research","15","4",,"","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651473293&partnerID=40&md5=e7022cef4bc80af3fe8a15b594124534","Departamento de Ciencias de la Documentación e Historia de la Ciencia, Facultad de Filosofía y Letras, Universidad de Zaragoza, ES-50009 Zaragoza, Spain; Facultad de Comunicación y Documentación, Universidad de Granada, ES-18071 Granada, Spain","Marco, F.J.G., Departamento de Ciencias de la Documentación e Historia de la Ciencia, Facultad de Filosofía y Letras, Universidad de Zaragoza, ES-50009 Zaragoza, Spain; Pinto, M., Facultad de Comunicación y Documentación, Universidad de Granada, ES-18071 Granada, Spain","Introduction. A model to explore the relations among local and global relevance-based information behaviour is proposed that is based on objective and subjective measures of the relevance of the Website contents. Method. Global interest for the Website was researched using data on visits, while local use was explored with two surveys on the motivations and self-assessed knowledge of a group of fifteen students, administered to them before and after being exposed to the information site. Results. Results suggest that improvement in competence perception and the number of visits are, in general, measures of the site relevance that offer similar results. Regarding general data, the most visited competences are those of a more general interest (such as learning to learn), and the students show a big pre-test confidence in their knowledge of most of the studied competences. Conclusions. The increase in the subjective level of competence in an e-learning site is a good predictor of the whole success of a site, when working with their primary intended audience. In the future, to have independent measures, it would be interesting to carry out expert evaluation of the real competences of the students.",,,"Marco, F. J. G.; Departamento de Ciencias de la Documentación e Historia de la Ciencia, , ES-50009 Zaragoza, Spain; email: jgarcia@unizar.es",,,13681613,,,,"Spanish","Inf. Res.",Article,"Final","",Scopus,2-s2.0-78651473293
"Pérez-Ugena Á., Menor J., Salas Á.","55909228800;36727786100;36728098500;","Violence on TV: Analysis of childreńs programming [Violencia en televisión: Análisis de la programación en horario infantil]",2010,"Comunicar","17","35",,"105","112",,4,"10.3916/C35-2010-03-03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650952210&doi=10.3916%2fC35-2010-03-03&partnerID=40&md5=a804fad02842dbe0e9b8de0feb6cd7e8","Faculty of Science Communication, University Rey Juan Carlos I, Madrid, Spain","Pérez-Ugena, Á., Faculty of Science Communication, University Rey Juan Carlos I, Madrid, Spain; Menor, J., Faculty of Science Communication, University Rey Juan Carlos I, Madrid, Spain; Salas, Á., Faculty of Science Communication, University Rey Juan Carlos I, Madrid, Spain","The concept of Public Service has recently undergone a big transformation. After losing its educational and positive connotations, what remains now is its negative dimension: child protection. The present article shows the first results of exhaustive and longitudinal research of the television content broadcast during the special protection hours. Attention has been paid to violence infractions. With the classic methodology for this type of content research, we analysed over 8,100 hours of visual work and codification. The results offer data from a comparative description of infractions on every network: programmes, people involved in violent acts, period of time and so on. It also shed some light on the evolution of television content over the last four years from a comparative perspective. The article concludes with the resulting data showing how during the last two years, with a stricter self selection of content by networks, the level of infractions has not diminished, and violence is still used by networks to increase their audience share. The final remark is that it seems as if TV channels are victims of their own behaviour when making a choice of content selection. The highest number of infractions are found, in all networks, either public or private, in the programming with which they identify.","Childhood; Infractions; Self-regulation; Special schedule protection; Television; Violence",,"Pérez-Ugena, Á.; Faculty of Science Communication, , Madrid, Spain; email: alvaro.perezugena@urjc.es",,,11343478,,,,"Spanish","Comunicar",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-78650952210
"Fernández D.A.","37088542300;","Economic concentration in the pampeana region: The case of the financial trustfunds [Concentración económica en la región pampeana: El caso de los fideicomisos financieros]",2010,"Mundo Agrario","11","21",,"","",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954461409&partnerID=40&md5=b2a261eacd098d896ef5d2b902b9c7fc","Centro Interdisciplinario de Estudios Agrarios (CIEA), Facultad de Ciencias Económicas, UBA, CONICET, Argentina","Fernández, D.A., Centro Interdisciplinario de Estudios Agrarios (CIEA), Facultad de Ciencias Económicas, UBA, CONICET, Argentina","In the last decade of the twentieth century, the trend of economic concentration of the agrarian production of the pampas region was strengthen, expressed in a mayor reduction of the sector's firms. Even when there is no census data to quantify it after the 2001-2002 crisis, there are several signs that imply that this process continues in the present. Big lessee capitals appear on the leading roll, managing to obtain economies of scale by taking a large tract of land, which allows them to displace their smaller rivals thanks to their capacity to propose the owners a bigger rent or better conditions to pay it. This paper offers the results of an investigation about one of the juridical forms that this process adopts: the setting up of Financial Trust Funds (FTF). The growth of this kind of financial tool since 2004 has been impressive, and it was partially used in the agrarian sector. After systematize the information of the FTFs placed in the market in the 2004-2008 period, this paper focus its attention on the ones that finance agrarian activities. It estimates the weight they have in the capitalization of the sector, analyzing the productive strategies and characteristics of those that have per purpose the sowing in leased lands, allowing us to offer concrete figures about the microeconomic base of the sector's concentration.","Economic concentration; Financial trustfunds",,"Fernández, D. A.; Centro Interdisciplinario de Estudios Agrarios (CIEA), Argentina; email: fernandez2diego@yahoo.com.ar",,"Centro de Estudios Historico-Rurales",15155994,,,,"Spanish","Mundo Agrario",Article,"Final","",Scopus,2-s2.0-79954461409
"Mota Dos S.A., de Araújo R.P., de Almeida B.M.L.","36499673000;36498933100;36499030900;","Mapping the habitat of the Pirarucu (Arapaima gigas) through remote sensing and GIS in Brazil [Mapeamento do habitat do Pirarucu (Arapaima gigas) a partir de dados de sensoriamento remoto integrados em SIG. Goiás (GO)-Brasil]",2009,"Revista Geografica Venezolana","50","2",,"199","212",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956994600&partnerID=40&md5=1e0e22155afd79c76187ad0bb6134e75","Universidade Federal de Goiás, Instituto de Estudos Sócio-Ambientais (IESA), Campus Samambaia, Goiâ-Nia (Goiás), Brazil","Mota Dos, S.A., Universidade Federal de Goiás, Instituto de Estudos Sócio-Ambientais (IESA), Campus Samambaia, Goiâ-Nia (Goiás), Brazil; de Araújo, R.P., Universidade Federal de Goiás, Instituto de Estudos Sócio-Ambientais (IESA), Campus Samambaia, Goiâ-Nia (Goiás), Brazil; de Almeida, B.M.L., Universidade Federal de Goiás, Instituto de Estudos Sócio-Ambientais (IESA), Campus Samambaia, Goiâ-Nia (Goiás), Brazil","The proposed study is a characterization of the habitat of the world's biggest freshwater fish: the Arapaima gigas. This study was located in the center-west region of Brazil, which includes the Goias and Mato Grosso states. In this region, the landuse has been intensified during the twentieth century, contributing to a higher exploitation of the species, leading to an almost extinction. This research identified the elements of the physical landscape, as well as the human aspects influencing directly on the survival of the species. For this purpose, a set of remotely sensed imagery and vectorial data were integrated into a GIS database. As a final outcome, a characterization and analysis of the biotic and abiotic factors showed inten-sive transformations in the habitat of the Arapaima gigas, which are currently influencing the reproductive dynamic of this species in the surveyed area.","Brazil; Habitat; Mapping; Pirarucu","biotic factor; database; fish; GIS; habitat; land use; mapping; remote sensing; survival; Brazil; Arapaima gigas","Mota Dos, S. A.; Universidade Federal de Goiás, Campus Samambaia, Goiâ-Nia (Goiás), Brazil; email: alexcefetgo@yahoo.com.br",,,10121617,,,,"Spanish","Rev. Geogr. Venez.",Article,"Final","",Scopus,2-s2.0-77956994600
"Medina M.E.","55370775100;","Trends in the late pre-Hispanic consumption of wildlife resources: Zooarchaeology of C.Pun.39 and Puesto La Esquina 1 (Cordoba, Argentina) [Tendencias en el consumo prehispánico tardío de recursos faunisticos: Zooarqueologia de C.Pun.39 y Puesto La Esquina 1 (Córdoba, Argentina)]",2009,"Archaeofauna","18",,,"119","136",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956062186&partnerID=40&md5=bdf815caa63a450b32e319becb3d9ce6","CONICET, Centro de Estudios Históricos Prof. Carlos S.A . Segreti, Miguel C. del Corro 308, Córdoba Capital, Provincia de Córdoba, Argentina","Medina, M.E., CONICET, Centro de Estudios Históricos Prof. Carlos S.A . Segreti, Miguel C. del Corro 308, Córdoba Capital, Provincia de Córdoba, Argentina","The results of the zooarchaeological study from two Late Prehispanic Period (300-1000 BP) sites, located on the central Córdoba Hills (Argentina), C.Pun.39 (valle de Punilla) y Puesto La Esquina 1 (Pampa de Olaen), are presented. The analysis focused on determining and comparing the importance of the various taxa within the various hunting and subsistence practices. Data on these much fragmented assemblages, impairing anatomical and taxonomical identifications, evidence that large mammals, mainly Lama sp. and Ozotoceros beozoarticus, were the main meat suppliers of these late societies although in locally shifting proportions. Big game was complemented with a wide range of small vertebrates, in particular rodents, armadillos, birds and reptiles, all of which exhibited a range of processing marks that bear witness to their consumption.","Argentina; Córdoba hills; Late prehispanic period; Subsistence; Zooarchaeology",,"Medina, M.E.; CONICET, Miguel C. del Corro 308, Córdoba Capital, Provincia de Córdoba, Argentina; email: paleomedina@yahoo.com.ar",,,11326891,,,,"Spanish","Archaeofauna",Article,"Final","",Scopus,2-s2.0-79956062186
"Ferré Grau C.","24467736200;","Dimensions of family care during depression. An ethnographic study [Dimensiones del cuidado familiar en la depresión. Un estudio etnográfico]",2008,"Index de Enfermeria","17","3",,"","",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-66249083505&partnerID=40&md5=c909befd8987a95b1b47b8bbca11e75e","Investigadora del Departamento de Enfermería, Universidad Rovira i Virgili, Tarragona, Spain","Ferré Grau, C., Investigadora del Departamento de Enfermería, Universidad Rovira i Virgili, Tarragona, Spain","At the present time, among the illnesses with a bigger incidence are the depressive dysfunctions. In and of itself the participation of the family in the attention of people that you/they have suffered it is of great relevance for the patient's integral care in its family environment. The general objective of this I articulate it is to deepen in the knowledge of the dynamics that settles down among people that have the family responsibility of the care of the depressive patient and especially of the relationships among the person that takes care and the one of that it is taken care by a depressive dysfunction. It is a qualitative, prospective and observational study. The investigation is carried out in a Center of Mental Health of Tarragona (Catalonia). The sample constitutes it a total of fifty relatives of patient depressive. The analysis of the data one carries out by means of an inductive process of the content of the interviews and domiciliary visits that it allowed to know the tasks of taking care and the family caregiver list, the necessities, motivations, the relatives' difficulties of patient depressive from an evolutionary perspective. © 2009.","Depression; Family caregiver overload emotional; Family list; Nursing",,"Ferré Grau, C.; Escuela de Enfermería, Avda. de Roma 17, 43007 Tarragona, Spain; email: carme.ferre@urv.cat",,,11321296,,,,"English; Spanish","Index Enferm.",Article,"Final","",Scopus,2-s2.0-66249083505
"Cruz-Velandia I., Hernández-Jaramillo J.","26535638200;8987337500;","The magnitude of disability in Colombia: An approach to its determinants [Magnitud de la discapacidad en Colombia: Una aproximación a sus determinantes]",2008,"Revista Ciencias de la Salud","6","3",,"23","35",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549118411&partnerID=40&md5=8c58f527c92aabb358c11a4c9bdfb1c2","Universidad Javeriana, Universidad del Estado de Río de Janeiro, Brazil; Facultad de Rehabilitación y Desarrollo Humano, Universidad del Rosario, Colombia; Universidad Nacional de Colombia, Colombia","Cruz-Velandia, I., Universidad Javeriana, Universidad del Estado de Río de Janeiro, Brazil, Facultad de Rehabilitación y Desarrollo Humano, Universidad del Rosario, Colombia; Hernández-Jaramillo, J., Facultad de Rehabilitación y Desarrollo Humano, Universidad del Rosario, Colombia, Universidad Nacional de Colombia, Colombia","In the last three decades many methods have been proposed in order to calculate the world's health condition, in terms of knowing the whole and particular burden of morbidity and disability and to estimate the efficacy of the interventions made in public health. In Colombia, the most significant progress made in terms of disability is the ""Registry for Locating and Characterize People with Disability"", made by the DANE1 in 2003. The investigation used the data from the registry and analyzed the contextual environmental, personal and social factors in the CIF2, in order to identify which were the determinants of disability. A secondary analysis comes from the data from 86.622 registries (DANE (3), 2005-2006), from the twenty sectors contained in the Distrito Capital de Bogotá. The variables were selected by convenience, following empiric referents of the determinant factors for the CIF (2) that were related to the registry modules about localization and residence, personal identification, characterization and origin of the disability, health, education and participation. Frequency distributions were obtained in percentage and absolute values for each variable. The global analysis for cluster of personal and environmental factors suggests that the latter have a bigger weight in the generation and exacerbation of the disability, as they answer to determinants related to conditions and ways of living associated with services, systems and politics.","Disability; Social exclusion",,"Cruz-Velandia, I.; Universidad Javeriana, Brazil; email: icruz@urosario.edu.co",,"Universidad del Rosario",16927273,,,,"English; Spanish","Rev. Cienc. Salud",Article,"Final","",Scopus,2-s2.0-65549118411
"Luco C.A., Lazo N.M.","15029960000;16307342500;","Cities and urban security in Chile:Re-examination of the role of segregation in crime occurrence in big cities [Ciudad y seguridad ciudadana en Chile: Revisión del rol de la segregación sobre la exposición al delito en grandes urbes]",2006,"Eure","32","97",,"37","48",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248395607&partnerID=40&md5=29199ab4c07a2420dbbabf3e9b9df2da","Departamento de Sociólogo, Universidad de Chile, Santiago, Chile; Departamento de Desarrollo Urbano, Pontificia Universidad Católica de Chile, Santiago, Chile; Departamento de Sociología, Universidad de Chile, Santiago, Chile; Universidad de Valparaíso, Valparaíso, Chile; Departamento de Estudios, Ministerio de Vivienda y Urbanismo de Chile, Chile; Universidad Academia Humanismo Cristiano, Santiago, Chile; Departamento de Planificación Territorial y Desarrollo Regional, Universidad de Barcelona, Barcelona, Spain; Ministerial de Vivienda y Urbanismo Metropolitano, Chile","Luco, C.A., Departamento de Sociólogo, Universidad de Chile, Santiago, Chile, Departamento de Desarrollo Urbano, Pontificia Universidad Católica de Chile, Santiago, Chile, Departamento de Sociología, Universidad de Chile, Santiago, Chile, Universidad de Valparaíso, Valparaíso, Chile, Departamento de Estudios, Ministerio de Vivienda y Urbanismo de Chile, Chile; Lazo, N.M., Universidad Academia Humanismo Cristiano, Santiago, Chile, Departamento de Planificación Territorial y Desarrollo Regional, Universidad de Barcelona, Barcelona, Spain, Ministerial de Vivienda y Urbanismo Metropolitano, Chile","The literature on the causes of urban insecurity propose several explanations (unemployment and poverty, marginalization of youth, community disintegration, urban design, and lack of public space) and suggest that the most important preventative policies are economic growth and employment, community development, and local interventions in degraded spaces. This article discusses the problem of residential segregation in poor urban areas as an important mechanism in the causes of crime and forms a central part of the socio-physical recuperation of excluded urban sectors. First, we analyze the association between indices of socio-economic segregation for major Chilean cities using 2002 census data at the census tract level and reports of socially relevant crimes at the city level. Second, we analyze residential satisfaction data from the Ministry of Housing and Urban Development to study the perception of insecurity near public housing projects by different age groups, especially between youth and older adults. © 2007 Pontificia Universidad Católica de Chile Facultad de Arquitectura, Diseño y Estudios Urbanos Instituto de Estudios Urbanos y Territoriales.","Social housing; Urban security; Urban segregation; Vulnerable groups","census; crime; economic growth; marginalization; public space; social housing; social security; social segregation; urban area; urban design; urban development; Chile; South America","Luco, C.A.; Departamento de Sociólogo, , Santiago, Chile; email: carriagada@minvu.cl",,,02507161,,,,"Spanish","Eure",Article,"Final","",Scopus,2-s2.0-34248395607
